dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127,dim_128,dim_129,dim_130,dim_131,dim_132,dim_133,dim_134,dim_135,dim_136,dim_137,dim_138,dim_139,dim_140,dim_141,dim_142,dim_143,dim_144,dim_145,dim_146,dim_147,dim_148,dim_149,dim_150,kategori
0.13921052,-0.16528279,-0.27500466,-0.14893375,-0.06982473,-0.4718221,0.06839639,0.20494787,0.05149415,0.30059862,-0.12034928,-0.044997007,-0.37327826,0.30372727,-0.42459795,0.048239853,0.08316041,-0.21237494,0.004529413,0.26181564,-0.21171083,-0.3757501,0.37633476,0.35642084,0.12761225,0.00803852,-0.23627217,-0.38400784,-0.08803747,-0.45526332,-0.09989014,-0.1469409,0.0010618328,-0.14184016,-0.15349048,0.11288218,0.50313795,0.14797099,0.08764102,-0.27475652,-0.080676615,0.044740546,-0.31463432,-0.36185062,0.28955457,0.083491296,0.100313246,-0.18227954,0.098967485,0.14900593,-0.092923656,0.14215244,-0.094547234,0.10062087,-0.17154194,0.1462558,0.102331385,0.05143297,0.030535655,-0.16160884,0.35475957,-0.20525181,-0.2520975,0.050286915,0.16891202,-0.09416175,-0.0065601557,-0.69342864,-0.4678022,-0.20479032,0.16430679,0.18824723,0.16540624,-0.47566512,-0.28972962,0.09550054,-0.20310545,0.13525876,-0.26529276,0.47917435,-0.10221064,-0.31565017,-0.14612812,0.39947957,-0.26712114,0.18111868,-0.28978506,0.016552608,0.33220816,-0.30229864,0.21709727,-0.63048947,-0.07278831,0.086870894,0.32599294,0.12748487,0.069957666,0.0075985864,-0.042277176,0.24770206,0.21675874,0.15256405,0.39189738,-0.04509738,-0.6269716,-0.47615936,0.3747674,0.3769751,-0.6739115,-0.10017217,-0.10755372,0.058008816,0.106252804,-0.4519977,-0.39417702,0.26277512,0.014071043,-0.079256825,0.38939694,-0.489318,-0.17475952,0.42273805,0.024203587,-0.07127162,0.2399609,0.47859174,0.3772715,-0.08123375,0.06368476,0.36405995,0.21777155,0.10328881,0.0144648105,-0.14164235,-0.048906848,0.20654029,-0.3927432,-0.3202006,-0.31309295,-0.062223613,0.20789292,0.23215315,0.37655658,0.20208319,0.45098072,0.042644635,-0.5201675,-0.22574598,0.19210155,-0.28567138,Jatim Timur
0.2786201,-0.24138758,-0.34180024,-0.021410882,-0.008591515,-0.3096912,0.05026789,0.09994303,0.06167294,0.24699831,-0.2290923,-0.045403913,-0.31359512,0.34229738,-0.3468821,0.10719737,0.032411207,-0.22069854,0.04191794,0.29440695,-0.28080672,-0.31804472,0.35282394,0.2776069,0.09628428,0.098660424,-0.35765052,-0.33659807,-0.06535657,-0.34028175,-0.20800774,-0.07166852,0.15329695,-0.2068312,-0.15603563,0.19252475,0.48249087,0.14255771,0.18276158,-0.25149858,-0.029599154,-0.02935842,-0.36254194,-0.3015783,0.27897993,-0.044448894,0.14273976,-0.17642097,0.067623444,0.1990868,-0.064400785,0.021209039,-0.038916167,-0.020962952,-0.32157242,0.07000073,-0.04454128,0.06722647,0.077540725,-0.20317198,0.30869237,-0.14030057,-0.2962137,0.10199726,0.23446059,-0.06614475,0.10235359,-0.78604025,-0.3315936,-0.23478937,0.25084746,0.20112738,0.11772823,-0.55287176,-0.39898974,0.18869047,-0.20018215,0.15118863,-0.16746588,0.4372919,0.044898264,-0.31272024,-0.28901604,0.24373706,-0.2308717,0.04864733,-0.1573509,0.055787843,0.16567926,-0.1268898,0.3007511,-0.5108511,-0.048345916,-0.048283372,0.31513715,0.023048436,-0.043702405,0.040997155,-0.006491463,0.26131713,0.22242753,0.14389119,0.41633037,0.08354626,-0.6989714,-0.382693,0.3623284,0.51953876,-0.5949513,-0.10727612,-0.12701571,0.0436188,0.077323504,-0.32276443,-0.3522578,0.27896228,0.010722611,-0.15000072,0.43554986,-0.2871228,-0.14956303,0.4498663,-0.034377076,-0.11752319,0.3444,0.45219725,0.3518033,-0.062413827,0.014018518,0.32817796,0.099741355,0.019844742,-0.050815437,-0.13035676,-0.08725227,0.23770289,-0.41251045,-0.21971495,-0.3822743,0.062746696,0.25489345,0.10021633,0.24555105,0.117140986,0.35881442,0.13090213,-0.3738093,-0.22829123,0.11603347,-0.18382876,Jatim Timur
0.2812674,-0.21049568,-0.35904896,-0.068191625,-0.020540504,-0.28724173,0.114505544,0.037190016,0.067800604,0.27231345,-0.25721857,-0.04991381,-0.3215582,0.299132,-0.44923756,0.113646746,0.024893422,-0.2609011,0.08720545,0.27487066,-0.31481147,-0.33153304,0.3781253,0.27949697,0.09303043,0.06929271,-0.3503269,-0.38200444,-0.030839242,-0.40110308,-0.25333968,-0.09240451,0.16163905,-0.17152943,-0.13832739,0.20408632,0.39953423,0.10530158,0.1480865,-0.21837093,0.071685635,-0.01696672,-0.31172043,-0.35730046,0.25687498,-0.020387394,0.1841004,-0.17567496,0.055794787,0.2022273,-0.029677298,0.051946465,-0.02928305,0.030193236,-0.37457585,0.047226686,-0.019197175,0.0558597,0.010763502,-0.2792822,0.3272644,-0.15222958,-0.3335228,0.108374834,0.24972561,-0.173748,0.117387965,-0.8139564,-0.36396968,-0.3000461,0.19080539,0.21674685,0.040714394,-0.503923,-0.4391317,0.13155077,-0.21913707,0.1526454,-0.19057761,0.52192205,0.005697575,-0.30015576,-0.35256797,0.21516067,-0.30061355,0.07262274,-0.18430349,0.09483233,0.21655902,-0.08331851,0.2742208,-0.55036104,-0.107839525,-0.032195695,0.31495866,0.05164892,-0.07892682,0.039166495,0.020695103,0.3091297,0.24460977,0.104784764,0.38172716,0.05532051,-0.83024937,-0.4107136,0.3503591,0.5204536,-0.71027774,-0.0909819,-0.10440349,0.065436,-0.0073171,-0.36009693,-0.33708325,0.2831087,-0.034001745,-0.12275376,0.55026454,-0.3596987,-0.08327601,0.5197621,0.029891528,-0.07691657,0.36399037,0.5356361,0.36522052,0.013076842,0.024762738,0.33387336,0.07185164,-0.00051354145,-0.0932414,-0.12297828,-0.117820635,0.22863276,-0.40428546,-0.23336639,-0.39184836,0.072291225,0.24084733,0.11287762,0.25213945,0.10929592,0.3318772,0.06363074,-0.4233624,-0.25130796,0.099918336,-0.25082922,Jatim Timur
0.20577975,-0.17714648,-0.3370378,-0.07730762,-0.051788047,-0.2967685,0.081030704,0.17891495,0.12106921,0.2257089,-0.20391414,-0.06365683,-0.30687588,0.3063875,-0.3942061,0.10461663,0.0061579496,-0.20969431,0.054623213,0.27949238,-0.30977684,-0.35248128,0.40290326,0.24614361,0.07814411,0.09117309,-0.30088416,-0.26819992,-0.08234408,-0.36398688,-0.25167298,-0.12043691,0.106062785,-0.16762102,-0.09764011,0.17929152,0.4787437,0.102556355,0.16023952,-0.1987108,-0.062423304,-0.0012656013,-0.36517,-0.2900384,0.29987532,-0.055288963,0.1723303,-0.2016806,0.0998042,0.21102759,-0.06501374,0.052221216,-0.026720423,0.06415875,-0.32156277,0.12163577,-0.0027639805,0.036598537,0.08828686,-0.1864599,0.32141247,-0.17314084,-0.32192272,0.1076718,0.22839746,-0.108047955,0.10125117,-0.6698295,-0.34842953,-0.1905819,0.19805868,0.21483412,0.069377355,-0.47064975,-0.36448342,0.15732276,-0.19138698,0.120468274,-0.21711619,0.39542142,0.021046655,-0.31541324,-0.2480395,0.29271626,-0.28003454,0.08145692,-0.12668452,0.073397614,0.2142112,-0.17245436,0.2656737,-0.4802919,-0.092445515,0.012957806,0.3275781,0.04460249,-0.03590697,0.0148472935,-0.0129267275,0.2442469,0.17392144,0.15244576,0.3452272,0.008319519,-0.6924383,-0.4184468,0.30931938,0.4713084,-0.6127422,-0.08587986,-0.16121897,0.06880163,0.005943656,-0.3134907,-0.3605043,0.25413778,-0.03204049,-0.100773,0.44947523,-0.3289568,-0.1117268,0.4174536,-0.02139518,-0.11649353,0.33832347,0.49612716,0.34881023,-0.07698523,0.026359474,0.30244485,0.14116277,0.00983675,-0.03507193,-0.073897846,-0.09455303,0.24709111,-0.43582612,-0.2683884,-0.3797367,0.005329766,0.19120868,0.11661,0.2633607,0.14935912,0.346168,0.09099196,-0.4076531,-0.21773578,0.112044856,-0.24483904,Jatim Timur
0.23315528,-0.22403286,-0.3295286,-0.032757085,-0.012908995,-0.27776083,0.04578988,0.08774148,0.055350356,0.23607661,-0.19847558,-0.03624611,-0.28948608,0.31436208,-0.32292917,0.1157506,0.015556196,-0.20037168,0.03664146,0.26862764,-0.25996292,-0.30141425,0.33603102,0.24440041,0.08986267,0.061469145,-0.32341304,-0.3032238,-0.052040502,-0.320612,-0.18971409,-0.08435311,0.12822446,-0.17941564,-0.14208317,0.18025644,0.44334847,0.12470637,0.15632269,-0.20482697,-0.032949004,-0.017375905,-0.32195315,-0.2810382,0.26136145,-0.0393622,0.11896274,-0.1645069,0.05495911,0.19507788,-0.068772525,0.02771459,-0.0364023,0.010859278,-0.28396016,0.06931216,-0.014083183,0.06788296,0.06521456,-0.18755692,0.28446344,-0.1297624,-0.27249837,0.09949875,0.2221666,-0.09008746,0.11149828,-0.7239192,-0.29813224,-0.24294923,0.23749372,0.16965239,0.09839265,-0.51081306,-0.38349235,0.14827056,-0.20024976,0.13275714,-0.15878601,0.41608554,0.02517977,-0.27952904,-0.2785911,0.24337557,-0.23082565,0.06749361,-0.16791373,0.066531815,0.17674811,-0.12791137,0.28311786,-0.4846519,-0.044906534,-0.02694875,0.29326043,0.018505946,-0.040174972,0.02124583,0.0034282382,0.24445929,0.2105935,0.15164362,0.37342522,0.050023574,-0.64781326,-0.3636804,0.3338329,0.47383004,-0.58082074,-0.091796845,-0.13714162,0.037246685,0.04227759,-0.3027658,-0.33748123,0.26201108,0.0025885093,-0.12871231,0.424925,-0.27460194,-0.12581846,0.3912051,-0.02354034,-0.10021082,0.32405144,0.4243973,0.35757688,-0.047934346,0.020238511,0.31960773,0.103967234,0.040079884,-0.04151932,-0.0906062,-0.073864214,0.21208972,-0.39117804,-0.20767088,-0.34808213,0.04875996,0.2481851,0.08707981,0.23304142,0.10370843,0.32993984,0.11093274,-0.3552795,-0.21465856,0.12398548,-0.19173749,Jatim Timur
0.22640154,-0.22095342,-0.34671554,-0.07255072,-0.031173442,-0.34757647,0.07276392,0.14978215,0.07664206,0.26026386,-0.19686314,-0.02671486,-0.3484303,0.3317504,-0.3893041,0.12514931,0.036532823,-0.21492504,0.04473482,0.28253916,-0.26122716,-0.34818038,0.3907275,0.29160303,0.116300635,0.07074178,-0.31755823,-0.3485491,-0.06883974,-0.38907123,-0.2008247,-0.112920985,0.11332612,-0.17474312,-0.14294298,0.17766334,0.4899492,0.135454,0.15409741,-0.23813014,-0.036632143,-0.001363892,-0.33616176,-0.31766897,0.30475324,-0.0145573495,0.14236118,-0.18168074,0.08172833,0.19357651,-0.06473851,0.06947577,-0.051537503,0.040172324,-0.2803415,0.11646097,0.008975504,0.07442219,0.05776828,-0.20065086,0.34719777,-0.15019605,-0.30329677,0.11120192,0.22682138,-0.11508815,0.08304288,-0.75473773,-0.38418236,-0.24004,0.2257813,0.18802296,0.10978542,-0.5290147,-0.38389114,0.1340147,-0.20624794,0.13444181,-0.21739662,0.45168865,-0.0009662317,-0.31522217,-0.2816253,0.31262305,-0.2602133,0.0921977,-0.1979739,0.061344903,0.22856086,-0.19020756,0.28532004,-0.55536586,-0.080712974,0.026433595,0.33198792,0.06737311,-0.015260763,0.019671697,-0.0053240433,0.25962397,0.22647147,0.15425533,0.39279535,0.019157067,-0.7168329,-0.44377825,0.3643172,0.49173248,-0.6736616,-0.108528554,-0.13615295,0.0597268,0.044594627,-0.3851675,-0.38142443,0.27140445,-0.0062901815,-0.11743706,0.44573882,-0.36713237,-0.14963177,0.44132695,-0.012746071,-0.11110922,0.32019326,0.49729753,0.37922505,-0.06351329,0.02783322,0.34415755,0.13620576,0.041985117,-0.04723849,-0.10921641,-0.08972194,0.2354975,-0.4285486,-0.2655933,-0.36972782,0.013284041,0.24801776,0.13835855,0.28660724,0.17251825,0.38763592,0.08784622,-0.4385481,-0.24618036,0.14901918,-0.26323295,Jatim Timur
0.27967373,-0.2142917,-0.34232667,-0.020491201,-0.018453086,-0.2699565,0.07585967,0.071665116,0.076965176,0.24108668,-0.24384928,-0.052140474,-0.29256317,0.32070008,-0.37703702,0.10739139,0.012932321,-0.2380004,0.061702024,0.28154376,-0.30992183,-0.31527758,0.35101223,0.25731078,0.07382782,0.09589887,-0.35133934,-0.3244528,-0.04522043,-0.34045172,-0.23235515,-0.07712154,0.16229352,-0.1905468,-0.13146096,0.20345059,0.43458658,0.116997994,0.17236081,-0.21305974,0.0037333872,-0.030043898,-0.3411985,-0.30137387,0.26694533,-0.053562537,0.15908498,-0.17826045,0.05510313,0.20324488,-0.053034183,0.023614459,-0.017968386,0.0016645498,-0.3572523,0.04599399,-0.053152777,0.050125107,0.04839569,-0.22893067,0.2913057,-0.14374036,-0.31741488,0.10200017,0.240289,-0.10437311,0.12165062,-0.77151954,-0.31146702,-0.25184968,0.22513533,0.20848179,0.075781934,-0.5182968,-0.41414523,0.17631716,-0.20187286,0.15328074,-0.1600918,0.4504868,0.040263575,-0.30555272,-0.29975665,0.19935276,-0.252862,0.047163513,-0.14653793,0.069107525,0.17157093,-0.087402284,0.2835823,-0.4875879,-0.060727417,-0.053634632,0.30785596,0.017989378,-0.07156573,0.037898008,0.01034145,0.2786909,0.21782582,0.12680085,0.38412046,0.07455895,-0.7251979,-0.37050915,0.33126858,0.52626514,-0.6053159,-0.095020056,-0.13493468,0.05195808,0.02791459,-0.29443347,-0.3319086,0.2770419,-0.012089121,-0.12926106,0.48438808,-0.284342,-0.105817996,0.4546984,-0.027699038,-0.1017787,0.35903564,0.47427946,0.3527057,-0.033914566,0.015372071,0.31272024,0.07921626,0.007671181,-0.060917597,-0.109267496,-0.104787625,0.22840846,-0.40675515,-0.22019961,-0.39439037,0.0772686,0.23687175,0.08269705,0.23134954,0.08979646,0.32135305,0.107252575,-0.36531004,-0.22382295,0.08942891,-0.18689567,Jatim Timur
0.29731646,-0.2512394,-0.36155406,-0.062379364,0.00650284,-0.34103465,0.07084163,0.034056257,0.028541459,0.28765538,-0.25308743,-0.0438025,-0.34211347,0.3365628,-0.41082957,0.1088587,0.04772237,-0.24741842,0.06846178,0.3045696,-0.26964688,-0.3147919,0.36395052,0.30899563,0.12842764,0.062129363,-0.37032413,-0.423234,-0.051762223,-0.39412212,-0.21057035,-0.06695654,0.16425481,-0.20702742,-0.18040672,0.20642874,0.44975132,0.14162113,0.1645914,-0.2796371,0.042543475,-0.016405964,-0.34342614,-0.36228752,0.26639622,0.0035609535,0.1501276,-0.15401709,0.060519386,0.18550046,-0.043926235,0.03431102,-0.055080175,-0.01628113,-0.32759738,0.053938027,-0.010688704,0.07571281,0.037196252,-0.26273295,0.34238678,-0.14733033,-0.30175513,0.1056446,0.24522753,-0.10956179,0.09239702,-0.8793522,-0.38858587,-0.2983446,0.23027387,0.20225325,0.10573597,-0.58119833,-0.43393302,0.15566367,-0.22347195,0.1541857,-0.1729719,0.52780116,0.0138390865,-0.29805243,-0.36081433,0.26575422,-0.2661355,0.075939626,-0.22007428,0.091306865,0.20401745,-0.10765391,0.30170697,-0.588093,-0.07424294,-0.056243435,0.31964687,0.0448008,-0.047278628,0.043019895,0.006337972,0.2899336,0.26866105,0.12931384,0.43524966,0.09175782,-0.79365367,-0.4051648,0.40187368,0.5200358,-0.70523757,-0.10509354,-0.082167394,0.03882149,0.07155869,-0.39830238,-0.35810155,0.27957156,0.020880185,-0.15821658,0.49379966,-0.3591994,-0.14496641,0.52547425,0.028477218,-0.088939644,0.35157818,0.49859703,0.36635187,-0.007515061,0.0165631,0.36327013,0.08475578,0.015433812,-0.08621262,-0.15945831,-0.09501926,0.23249212,-0.4039057,-0.21031426,-0.3632647,0.06323031,0.27449107,0.12710436,0.26385054,0.129481,0.3626483,0.10675721,-0.42310563,-0.256581,0.13214637,-0.22585137,Jatim Timur
0.2605372,-0.23230815,-0.34828448,-0.053464085,-0.00046490857,-0.31740215,0.04734221,0.07925418,0.046195604,0.25536466,-0.21923588,-0.047629558,-0.31284815,0.328382,-0.35712045,0.11523613,0.033293128,-0.2152222,0.043743387,0.29280224,-0.26412937,-0.30557182,0.35222936,0.2728863,0.11445778,0.06818681,-0.34356305,-0.3485227,-0.07187512,-0.34593377,-0.19872183,-0.07211937,0.14247467,-0.1884876,-0.15205939,0.19424254,0.46234185,0.13834661,0.16373892,-0.24559896,-0.017283024,-0.016984543,-0.34574878,-0.3136205,0.2692472,-0.021334287,0.12956387,-0.14939277,0.068877056,0.1872164,-0.06002722,0.020695405,-0.048507296,0.0012647894,-0.2971434,0.07894758,-0.015359187,0.06769572,0.06789795,-0.21163201,0.31732464,-0.13952582,-0.28286707,0.105223425,0.22816728,-0.08025096,0.09404536,-0.7891127,-0.34529626,-0.24841367,0.23312029,0.18785882,0.11105265,-0.54836494,-0.39844576,0.15543087,-0.2032239,0.1399006,-0.16883947,0.45464873,0.02836248,-0.28718168,-0.31124267,0.27779555,-0.24522501,0.07250886,-0.18264367,0.08310659,0.18501472,-0.12896185,0.29208034,-0.523727,-0.06388097,-0.0390073,0.3069992,0.032752313,-0.031347208,0.031006658,0.0015813595,0.25105378,0.23068494,0.14714876,0.4005077,0.071809016,-0.70440507,-0.37983063,0.36484176,0.48163792,-0.6344051,-0.102364235,-0.107094176,0.03985606,0.07293405,-0.35367897,-0.35517606,0.25655076,0.018086456,-0.14736561,0.43513253,-0.3104398,-0.14883792,0.44983625,0.00086135126,-0.10268613,0.3266783,0.45207974,0.35358885,-0.04320812,0.015105294,0.32955372,0.10581517,0.021073624,-0.06355388,-0.11813066,-0.08191807,0.22324549,-0.40271243,-0.20642391,-0.3536422,0.045108475,0.2462148,0.106980845,0.24622694,0.12649135,0.34153384,0.11869409,-0.38192374,-0.23083046,0.12942347,-0.20053713,Jatim Timur
0.22509605,-0.19327222,-0.2879848,-0.07466217,-0.02362917,-0.33307487,0.10226286,0.03706728,0.016613042,0.27291843,-0.20194355,-0.018324165,-0.33975434,0.2694723,-0.43613625,0.085984185,0.064544395,-0.24187735,0.07852965,0.22146417,-0.22820687,-0.30301866,0.32950133,0.3005778,0.13543433,0.030046491,-0.28687426,-0.4150481,-0.006697969,-0.4153762,-0.17135075,-0.08115389,0.111247666,-0.14633207,-0.16701421,0.1600146,0.3377416,0.109318316,0.08842987,-0.24658662,0.093094885,-0.0015192974,-0.23767437,-0.35771918,0.22104973,0.05901143,0.1431821,-0.1555938,0.037604466,0.13776435,-0.018877603,0.09826825,-0.06577298,0.037562795,-0.2862999,0.040796563,0.029542556,0.050201822,-0.036116023,-0.2567796,0.31933528,-0.14962724,-0.27035087,0.062570915,0.18844953,-0.17999685,0.04999139,-0.75789315,-0.40177998,-0.2974293,0.14768872,0.18058139,0.06327374,-0.45181656,-0.36042225,0.06561507,-0.19098935,0.12692603,-0.19551913,0.51818943,-0.045671854,-0.26598248,-0.29496515,0.23084165,-0.26936027,0.10939726,-0.23959123,0.066319205,0.23965998,-0.11040794,0.22746567,-0.57403,-0.09700535,0.008141917,0.26696295,0.08930327,-0.026515689,0.043980766,0.01380171,0.30009517,0.24524906,0.07243184,0.36883095,0.040228777,-0.7525612,-0.41257945,0.3503001,0.43797243,-0.6938975,-0.100299194,-0.046275176,0.054743603,0.028793918,-0.41025054,-0.30265743,0.25930676,-0.009274763,-0.095860824,0.4662185,-0.42341232,-0.08909147,0.5027548,0.059166636,-0.039970413,0.28056046,0.49974316,0.31298593,0.031883515,0.024296483,0.32641777,0.06326082,0.025035674,-0.08289646,-0.16330764,-0.09813991,0.1896549,-0.33104768,-0.22837004,-0.30932426,0.03693438,0.24607635,0.15852158,0.26598787,0.14170483,0.34149432,0.021595662,-0.4497756,-0.24361539,0.13430765,-0.26644948,Jatim Timur
0.25413215,-0.22387601,-0.34220412,-0.019973187,-0.0125405025,-0.24192692,0.06132193,0.05330122,0.05508554,0.22690992,-0.22414675,-0.03208611,-0.2761098,0.30158904,-0.33480594,0.12500718,-0.0004944127,-0.21673827,0.054998778,0.27003407,-0.27995205,-0.3163841,0.3307662,0.21902145,0.05992216,0.055725083,-0.31655914,-0.3030686,-0.028542317,-0.31543455,-0.21188413,-0.097389795,0.15245998,-0.19633217,-0.12884794,0.19368427,0.4091418,0.11414094,0.1549085,-0.1789267,-0.0039814864,-0.011931641,-0.3083448,-0.272908,0.26088488,-0.0574825,0.12912127,-0.1554976,0.038436856,0.20861244,-0.06759845,0.03569444,-0.030044308,0.008723917,-0.30663502,0.05083725,-0.024909444,0.051061407,0.044308048,-0.20967084,0.26071307,-0.12360348,-0.2907996,0.11599651,0.23949902,-0.115996934,0.1374827,-0.7189377,-0.27088577,-0.2587207,0.2361968,0.16840084,0.06043478,-0.49513483,-0.38879195,0.13757841,-0.19884872,0.14713043,-0.1394251,0.41904068,0.03230363,-0.27531943,-0.29088968,0.19271493,-0.24224871,0.05584547,-0.15824133,0.077479035,0.18692617,-0.07798606,0.2900481,-0.46580568,-0.046633642,-0.043815013,0.2793584,0.013628517,-0.08443038,0.027246408,0.024310492,0.25808778,0.20463413,0.1348942,0.35037798,0.04655034,-0.6663728,-0.3568421,0.30834118,0.503037,-0.57597524,-0.08486044,-0.14686646,0.032245252,0.014697011,-0.26551762,-0.3142741,0.262808,-0.026137732,-0.11750006,0.4761855,-0.26188093,-0.09336973,0.39769357,-0.030682303,-0.08313011,0.34345233,0.41720858,0.36822215,-0.0313712,0.017961072,0.3162141,0.07424699,0.029278532,-0.054510944,-0.079340376,-0.093385145,0.21805647,-0.37089056,-0.21222585,-0.36134386,0.051829383,0.24302435,0.07691574,0.22246403,0.06405361,0.29153508,0.102982305,-0.33628464,-0.21027985,0.10075425,-0.17820933,Jatim Timur
0.3181529,-0.24382438,-0.4316528,-0.033379223,-0.015344606,-0.22484024,0.10448694,0.06583328,0.11208134,0.24985655,-0.29665518,-0.056052133,-0.29574588,0.32692128,-0.40827692,0.16296615,-0.021347532,-0.25422916,0.08145559,0.31519148,-0.3713128,-0.35872853,0.39860636,0.22948545,0.053500775,0.101756595,-0.38575324,-0.32371977,-0.03863658,-0.34857526,-0.30179983,-0.10584679,0.20803083,-0.21524529,-0.10461598,0.24179955,0.46025872,0.114288114,0.21295427,-0.1860674,0.02457849,-0.032539167,-0.37842155,-0.31107843,0.3067851,-0.111877315,0.1965614,-0.18696699,0.073071405,0.25476265,-0.05184406,0.012432072,-0.00049292855,0.02465721,-0.41643372,0.06526119,-0.07258365,0.061834507,0.07688223,-0.2630098,0.31250846,-0.13456114,-0.37937677,0.1581424,0.3032622,-0.14287215,0.18780991,-0.82199526,-0.29108167,-0.27586696,0.26100174,0.23018786,0.030425142,-0.5474921,-0.48098418,0.18191937,-0.22146556,0.16650844,-0.16168807,0.46641126,0.0689265,-0.33477715,-0.37370726,0.19604047,-0.29934752,0.019284416,-0.11480619,0.105269976,0.18129815,-0.0519153,0.3361616,-0.49032652,-0.09695917,-0.0555156,0.34205207,0.005983402,-0.12461994,0.02772726,0.024704305,0.29588693,0.22489952,0.14591882,0.39112684,0.06524674,-0.835245,-0.39676377,0.3377877,0.59612304,-0.6687852,-0.08938068,-0.17990524,0.06481409,-0.017326811,-0.28678563,-0.3652062,0.30088705,-0.060343772,-0.14812276,0.587857,-0.26460898,-0.08797228,0.4898903,-0.041602936,-0.12325287,0.4204683,0.52892387,0.40385354,-0.025038568,0.02185672,0.3335944,0.075138874,-0.018856637,-0.08825582,-0.0733922,-0.13796988,0.27000684,-0.45339322,-0.24816696,-0.46328187,0.08737795,0.24703708,0.06135531,0.22626816,0.07898936,0.30911717,0.11396177,-0.3707097,-0.25476393,0.069434986,-0.21384862,Jatim Timur
0.20978588,-0.1975599,-0.34044003,-0.10143417,-0.0525893,-0.39867878,0.093034245,0.17926241,0.07345097,0.27889884,-0.1950465,-0.03131067,-0.38872582,0.3259746,-0.45390734,0.107641086,0.04419067,-0.23413442,0.05414357,0.2933834,-0.2737823,-0.39529353,0.4159081,0.32199928,0.12681046,0.047495008,-0.29302,-0.3742122,-0.06569595,-0.44971517,-0.19617717,-0.14197902,0.07806377,-0.18059854,-0.14232269,0.17570664,0.49235347,0.13941473,0.12968868,-0.2571562,-0.035211176,0.018894158,-0.33882126,-0.3485724,0.32123557,0.013895175,0.15860492,-0.1998347,0.096663825,0.18123947,-0.06638467,0.11503626,-0.073567145,0.073377356,-0.2749193,0.13134791,0.028751012,0.04989689,0.044680145,-0.21472003,0.3625886,-0.18997768,-0.32200906,0.10159758,0.21878523,-0.14430717,0.07184482,-0.7570962,-0.43993312,-0.23928383,0.19536379,0.20665582,0.098402,-0.51097167,-0.35605115,0.11743651,-0.20214616,0.14149727,-0.24926327,0.48636904,-0.04061287,-0.33310002,-0.24850985,0.33845899,-0.29447618,0.13304341,-0.22552,0.05137161,0.29944795,-0.204422,0.27299145,-0.60269415,-0.09762336,0.056083098,0.3322731,0.10439949,-0.01440134,0.031181684,-0.0070828414,0.2745423,0.22212873,0.14277016,0.390778,-0.004822664,-0.74987185,-0.4979058,0.36270043,0.49436936,-0.71775836,-0.104714654,-0.12728783,0.06677614,0.053239502,-0.42133978,-0.38562667,0.27541944,-0.03647876,-0.09701289,0.48143047,-0.43817726,-0.14358076,0.4827074,-0.002847067,-0.09522054,0.32120427,0.5296334,0.38433555,-0.0657204,0.042793218,0.3541625,0.1475578,0.05042678,-0.038566135,-0.12801814,-0.10350268,0.25838295,-0.42039555,-0.31947792,-0.3752432,-0.027383747,0.22849703,0.18983531,0.33323625,0.18534668,0.4127637,0.067552894,-0.49395895,-0.26123095,0.15336059,-0.2992432,Jatim Timur
