Topic,Count,Name,Representation,Representative_Docs
-1,1320,-1_indonesia_jalan_jawa_masyarakat,"['indonesia', 'jalan', 'jawa', 'masyarakat', 'timur', 'diri', 'kota', 'milik', 'orang', 'ketua']","['sekolah rakyat sr kabupaten pasuruan proses ajar ajar resmi senin sarana prasarana infrastruktur nyata sambut siswa keluarga rentan sebar camat siswa ajar tara smp ajar tara sma tinggal ajar penuh lingkung sekolah rakyat sistem asrama guru tenaga didik siap damping intensif jam insyaallah senin pagi periksa administrasi tes sehat bugar kenal lingkung sekolah plt kepala dinas sosial dinsos kabupaten pasuruan fathurrahman minggu siswa langsung masuk asrama jalan kenal lingkung sekolah mpls bina harap anakanak manfaat sempat serius sekolah hidup arah sekolah rakyat program nasional gagas presiden prabowo program tuju akses didik mutu anakanak keluarga miskin yatim putus sekolah milik peluang bangun ajar akademik siswa bekal terampil hidup karakter disiplin percaya sesuai instruksi arah presiden bupati anakanak tumbuh manusia merdeka pikir mandiri akhlak kontribusi nyata fathurrahman harap siswa kelak generasi unggul fondasi indonesia emas pemkab pasuruan jalan amanah sekolah rakyat harap ruang lahir generasi ubah nasib bangun bangsa', 'gubernur khofifah ajak wisudawan universitas kh abdul chalim uac generasi inovatif kreatif adaptif landas prinsipthree parted ilmu amal ikhlas aja orasi ilmiah sidang senat buka wisuda program strata i ii iii kampus kh abdul chalim pacet kabupaten mojokerto minggu didik stagnan hasil generasi tinggal ajak lulus universitas kh abdul chalim kembang ilmu tebar amal manfaat laku ikhlas kontribusi guru rasa jawa timur indonesia dunia papar didik investasi besar bangun adab dasar data global arah bijak didik indonesia nilai daya saing kuat indonesia catat tingkat indeks global peringkat global competitiveness index global innovation index global talent competitiveness index posisi dunia versi imd world talent ranking data sinyal positif arah bijak bangsa daya saing kuat didik lahir generasi inovatif kreatif adaptif pijak ilmu amal ikhlas khofifah provinsi duduk juta jiwa guru indonesia jawa timur milik potensi lahir generasi emas data persen duduk indonesia selesai didik khofifah tekan peran guru universitas kh abdul chalim pusat riset inovasi bentuk karakter generasi bas ilmu amal ikhlas komitmen pemprov jatim didik wujud program jatim cerdas nawa bhakti satya jilid ii santri mahasiswa terima beasiswa santri unggul terima pemprov kembang program double track madu didik akademik vokasi hadir kampus internasional kings college london malang western sydney university surabaya capai didik jatim tingkat data bps catat indeks bangun manusia jatim ratarata nasional angka harap sekolah capai ratarata sekolah jawa timur catat prestasi nasional internasional juara lomba kompetensi siswa nasional berturutturut serta terima ptn jalur snbp enam dominasi medali emas world skill asean bidang ekonomi jatim tumbuh kuat triwulan ii catat tumbuh persen tinggi pulau jawa realisasi investasi persen ekspor juli tingkat persen tara miliar usd prestasi fondasi ekonomi kuat kuat ekonomi topang sumber daya manusia unggul kreatif inovatif pijak ilmu amal ikhlas fondasi bangun lanjut urai khofifah tutup orasi yakin lulus universitas kh abdul chalim mojokerto gerak utama maju jawa timur wujud indonesia emas selamat sukses moga universitas kh abdul chalim warna sinar cerah masyarakat bangsa negara tekan ilmu amal ikhlas langkah pungkas devmar', 'khofifah indar parawansa respons situasi kini gubernur jawa timur pilih ucap selamat masyarakat jawa timur indonesia khofifah ajak masyarakat jadi titik juang bawa ubah jawa timur ucap selamat masyarakat jawa timur penuh harap peluang mari bersamasama lang semangat keras doa bawa damai bahagia berkah lapis masyarakat khofifah rilis terima bangsaonline selasa khofifah amanah masyarakat jawa timur percaya jalan penuh tanggung komitmen bijak program perintah pihak penting rakyat bangun lanjut percaya jawa timur milik potensi maksimal gotongroyong kolaborasi elemen bawa jawa timur provinsi maju inklusif daya saing khofifah jaga satu beda harap momentum erat tali silaturahmi tingkat solidaritas sosial kuat semangat bangsa mari jadi bangkit jawa timur bersamasama keras inovasi bawa ubah nyata rasa pelosok daerah jawa timur rumah tanggung jadi khofifah hujung pesan khofifah ajak masyarakat sambut hati lapang tekad kuat doa tulus lembar mari isi prestasi bahagia baik bawa manfaat selamat moga allah swt senantiasa lindung meridhoi kah langkah tutup dev']"
0,178,0_islam_allah_istri_masjid,"['islam', 'allah', 'istri', 'masjid', 'suami', 'perempuan', 'nikah', 'imam', 'salat', 'haram']","['rubrik islam hidup seharihari asuh prof dr kh imam ghazali said ma dekan fakultas adab humaniora universitas islam negeri sunan ampel surabaya uinsa asuh pesantren mahasiswa annur wonocolo surabaya sila kirim wa email bangsayahoocom lupa serta nama alamat assalamualaikum wr wb kiai said hormat hukum jabat tangan adik ipar perempuan nikah batal wudhu terima kasih jawab waalaikum wr wb m ali kota diri waalaikummussalam wrwb hubung saudara ipar status mahram hubung syariat isam ajnabi orang keluarga larang nikah suami saudara perempuan suami saudara perempuan nikah dasar firman allah larang nikah wanita saudara larang kumpul perempuan kecuali tuntun syariat qs annisa ayat larang kumpul wanita saudara jadi istri syariat nabi muhammad saw boleh haram boleh jabat tangan salam adik ipar salam batal wudlu pandang imam syafii pria sentuh wanita mahram batal wudlu pandang selaras firman allah buang air sentuh perempuan air tayamum tanah suci sapu muka tangan sungguh allah maha maaf maha kam qs annisa larang berduaduan nyepi khalwat rumah istri orang teman hakikat wanita asing dasar hadits lapor ibnu umar umar cerita khutbah rasulullah saw nyepi perempuan mahram tiga syaitan goda hr ahmad', 'rubrik islam hidup seharihari bimbing prof dr kh imam ghazali said ma kirim wa email bangsayahoocom lupa serta nama alamat assalamualaikum wrwb kiai imam mohon arah bimbing cinta rencana nikah laku terang cinta calon pasang hubung saudara status bega sepupu mantap hati meni keponakan keluarga larang anggap saudara kiai pandang islam meni moga kiai lembut hati keluarga sumarling makassar waalaikummussaam wrwb mas sumarling paham gundah hati mas samasama cinta fitrah manusia makhluk hidup anugerah allah swt tarik lawan jenis cinta dasar cocok cinta manusia laksana akad nikah joli berpasagan legal sosial tuntut agama hubung seksual sah pahala ajar agama maslahat hidup manusia jamin islam batas general lawan jenis pasang jenjang kawin mahram haram sah pasang mahram islam informasi tentu pasang haram sah tentu firman allah qs annisa haram nikah ibuibumu anakanakmu perempuan saudarasaudaramu perempuan saudarasaudara ayah perempuan saudarasaudara ibu perempuan anakanak perempuan saudarasaudaramu lakilaki anakanak perempuan saudarasaudaramu perempuan ibuibumu susu saudarasaudara perempuan susu ibuibu istri mertua anakanak perempuan istri anak tiri pelihara istri campur campur istri cerai dosa nikah haram bagi istriistri anak kandung menantu haram kumpul nikah perempuan saudara kecuali lampau sungguh allah maha kam maha sayang ayat annisa haram nikah perempuan suam kecuali hamba sahaya perempuan tawan perang milik tetap allah halal bagi perempuanperempuan usaha harta nikah zina nikmat dapat beri mas kawin wajib rela tetap sungguh allah maha mahabijaksana ulama mem lawan jenis haram nikah dasar ayat hadis kelompok kerabat garis lurus nenek buyut garis lurus anak cucu masuk kelompok kerabat garis samping saudari garis samping atasbawah bibikeponakan kelompok kerabat mertuamenantu masuk kerabat susu nyusu status nasab mas sumarling kerabat garis nasab tentu alquran sepupu sepupu lawan jenis cinta pasang jenjang kawin wallahu alam', 'rubrik islam hidup seharihari bimbing prof dr kh imam ghazali said sms email bangsayahoocom lupa serta nama alamat assalamuaialikum wr wb saudara lakilaki beda ayah kakak meni janda anak perempuan nikah terima kasih ustadz mohon jawab ustadz tdk keliru sarminkabupaten konawe utara waalaikumsalam warahmatullahi wabarakatuh hubung individu keluarga haram kawin mahram garis ayahibu kakeknenek anak cucu garis samping saudara ayah ibu garis miring ponakan paman bibi hubung individu keluarga lampau batas garis mahram istilah populer famili hubung nasab lakiperempuan masuk kategori mahram keluarga haram nikah alquran surat annisa haram nikah ibuibumu anakanakmu perempuan saudarasaudaramu perempuan saudarasaudara ayah perempuan saudarasaudara ibu perempuan anakanak perempuan saudarasaudaramu lakilaki anakanak perempuan saudarasaudaramu perempuan ibuibumu susu saudarasaudara perempuan susu ibuibu istri mertua anakanak perempuan istri anak tiri pelihara istri campur campur istri cerai dosa nikah haram bagi istriistri anak kandung menantu haram kumpul nikah perempuan saudara kecuali lampau sungguh allah maha kam maha sayang lanjut surat annissa ayat haram awin wanita suam kecuali budakbudak milik allah tetap hukum tetap halal cari istriistri harta kawin zina istriistri nikmat campur beri mahar sempurna wajib tiada rela tentu mahar sungguh allah maha maha bijaksana maksud hubung nasab ayat mohon baca paham ayat surat annisa paham hubung perempuan anak bawa istri kakak nikah si hubung kerabat mahram sesuai tentu qs annisa status hubung nasab mahram alquran surat annisa wallahu alam']"
1,154,1_polisi_polres_aman_sangka,"['polisi', 'polres', 'aman', 'sangka', 'narkoba', 'korban', 'kapolres', 'polsek', 'polda', 'laku']","['polres pamekasan ungkap bas edar gelap narkotika laksana operasi tumpas narkoba meru operasi agustus september ungkap total sangka hasil aman orang edar guna miris salah sangka ajar usia duduk bangku smp wakapolres pamekasan kompol hendry soelistiawan alarm keras masyarakat bukti nyata jaring narkoba sasar generasi muda kompromi laku awal pamekasan bersih narkoba pimpin konferensi pers rabu barang bukti sita polisi aman gram sabu edar butir pil ekstasi tangan laku sangka edar jerat pasal ayat jo pasal ayat undangundang ri nomor narkotika ancam hukum berat penjara umur hidup guna prioritas upaya rehabilitasi operasi tumpas narkoba upaya sambung polres pamekasan berantas edar barang haram kapolres ajak masyarakat bersamasama jaga lingkung ancam narkotika perang lawan narkoba polisi butuh dukung keluarga sekolah masyarakat pungkas dimrev', 'polres diri tetap orang sangka pascakerusuhan jarah kompleks kantor perintah daerah sabtu malam sangka umur orang perempuan status daftar cari orang dpo kapolres diri akbp bramastyo priaji sangka libat tindak pidana rusa fasilitas perintah serang aparat rusa rambu lintas jarah aset milik pemkab diri dprd samsat katang modus jarah bawa senjata tajam curi bendera warga serang anggota polri tugas awak media konferensi pers selasa sangka sebut polisi tahan orang duga kuat libat aksi anarkis jalan periksa intensif peran masingmasing rusuh kapolres proses hukum laku laku dewasa anakanak dewasa anakanak laku tahan jarah barangbarang aksi kemarin sempat kembali mapolres diri sila hubung hotline kapolres diri hasil lidi barang hasil jarah hasil aman wayang kenangkenangan bupati diri mapanji jayabaya museum kabupaten diri tujuh monitor lenovo mouse keyboard televisi samsung layar tabung gas lpg kilogram unit cpu komputer printer kipas alat ketapel barangbarang aman aset artefak sejarah temu kapolres diri malam jadi polisi aman orang duga laku rusuh ajar smp sma smk santri pondok pesantren anakanak umur rusuh wib wib aksi bakar rusa jarah lokasi vital kantor pemkab gedung dprd samsat katang kantor polsek pos polisi lintas kapolres diri aksi brutal libat massa daerah mojokerto blitar nganjuk sayang anakanak diri libat massa daerah kuat duga rusuh provokasi tangkap laku polisi aman barang bukti rekam cctv perangkat elektronik dokumen duga jarah bukti analis kuat proses hukum kapolres diri kembang buru laku masuk dpo tindak bukti langgar hukum toleransi tindak anarkis rusak fasilitas publik rugi masyarakat luas pungkas ujimar', 'polres pamekasan ungkap bas edar gelap narkotika laksana operasi tumpas narkoba meru operasi agustus september catat total sangka hasil aman hasil orang tetap edar guna miris salah sangka ajar usia duduk bangku sekolah wakapolres pamekasan kompol hendry soelistiawan alarm keras masyarakat bukti nyata jaring narkoba sasar generasi muda kompromi laku awal pamekasan bersih narkoba konferensi pers rabu barang bukti sita polisi hasil aman gram sabu edar butir pil ekstasi tangan laku sangka edar jerat pasal ayat jo pasal ayat undangundang ri nomor narkotika ancam hukum berat penjara umur hidup guna prioritas upaya rehabilitasi operasi tumpas narkoba upaya sambung polres pamekasan berantas edar barang haram kapolres ajak masyarakat bersamasama jaga lingkung ancam narkotika perang lawan narkoba polisi butuh dukung keluarga sekolah masyarakat pungkasnyadimvan']"
2,88,2_bahan_ayam_daun_bawang,"['bahan', 'ayam', 'daun', 'bawang', 'sdt', 'aduk', 'adon', 'goreng', 'air', 'garam']","['brontak camil rumah lauk makan nasi isi sayur nama brontak ambil isi goreng penuh berontak kutip buku dapur nusantara hidang tempe telur karya tim primarasa resep brontak isi sayur bahan potong putih ukur cm x cm x cm cabai rawit lengkap minyak goreng bahan isi butir bawang merah diirisiris gram udang kupas cincang kasar siung bawang putih cincang gram wortel serut gram tauge buang akar sdm air batang seledri iris halus batang daun bawang iris halus sdt garam sdt gula pasir sdt merica bubuk sdm terigu larut air celup siung bawang putih sdt garam sdt ketumbar sangria gram tepung beras sdm tepung kanji ml air brontak isi sayur panas minyak goreng goreng kulit angkat tiris potong diagonal keruk sisi potong lubang sisih kulit lumat hasil kerukan panas sendok makan minyak goreng wajan tumis bawang putih merah cium aroma harum masuk udang wortel air masak udang ubah warna tambah lumat daun bawang tauge seledri merica garam gula aduk rata tuang larut tepung masak kental angkat isi lubang bahan isi penuh celup halus bawang putih garam ketumbar taruh tepung beras bumbu halus tepung kanji air mangkuk aduk licin panas minyak goreng wajan celup isi adon celup goreng warna coklat angkat tiris saji brontak cabai rawit ans', 'laksa ayam makan kuah milik cita rempah kuat santan kental hidang suka orang indonesia proses masak santan kunci kuah laksa pecah tekstur gurih sempurna kutip buku resep masakan pilih ny liem karya chendawati resep laksa ayam bahan ekor ayam potong butir telur rebus kupas potong gram bihun seduh air panas tiris pucuk daun kemangi gram bawang goreng gram tauge buang akar rendam air panas lembar daun salam ruas jari lengkuas memar batang serai memar liter santan encer liter santan kental bumbu laksa ayam butir bawang merah buah cabai merah keriting siung bawang putih butir kemiri sdt merica sdm garam sdt kunyit bubuk sdt kaldu bubuk instan ayam sdt bubuk sedap suka ruas jari kencur sdt ketumbar sdm gula pasir sdm bumbu gulai pakai laksa ayam tumis bumbu halus sdm minyak cium aroma harum masuk bumbu daun salam lengkuas serai ayam aduk bumbu rata ayam tuang santan encer masak didih bumbu resap tambah santan kental aduk santan pecah masak api aduk kuah susut sambal cuka rebus cabai rawit cabai merah halus garam tambah cuka air hangat aduk rata saji tata bihun tauge telur rebus piring saji siram kuah laksa ayam tabur kemangi bawang goreng laksa ayam nikmat ans', 'opor ayam saji sambal goreng menu makan favorit orang opor ayam hidang acara istimewa seharihari kutip buku menu tradisional ala sisca soewitomo resep opor ayam bahan ekor ayam potong sdt garam sdm air jeruk nipis batang serai memar lembar daun salam cm jahe memar lembar daun jeruk sdm air asam jawa liter santan butir kelapa sdm minyak tum bumbu halus butir bawang merah sdm ketumbar sangrai siung bawang putih sdt merica butir sdm gula pasir sdt garam butir kemiri sangrai tabur bawang goreng opor ayam cuci bersih ayam lumur air jeruk nipis garam diam sebentar cuci bersih tiris panas minyak tumis bumbu halus harum masuk ayam serai jahe daun salam daun jeruk masak ubah warna masuk air asam jawa masak ayam lunak angkat saji panas santan kental masak didih angkat tabur bawang goreng sedia saji lontong ketupat opor ayam nikmat ans']"
3,69,3_digital_media_ai_layan,"['digital', 'media', 'ai', 'layan', 'sosial', 'masyarakat', 'teknologi', 'online', 'platinum', 'informasi']","['rumah literasi digital rld surabaya gelar latih intensif digital marketing tajuk bangun jejak digital umkm kolaborasi negeri september latih ikut puluh serta produk hadir praktisi digital laku usaha sukses materi tuju kuat kapasitas laku umkm saing era digital latih paham dalam laku umkm hadir media sosial jual cepat etalase produk butuh strategi kelola strategi bangun jejak digital bahas komprehensif bangun identitas digital unik cipta hadir online konsisten konten tarik bangun interaksi positif tingkat kredibilitas terap strategi pasar digital search engine optimization seo praktisi digital fatkhur rohman identitas digital fondasi utama umkm era digital identitas digital pintu masuk konsumen mudah nali produk jasa tawar rabu nampang media sosial partok etalase medsos cepat jual bangun reputasi sesi isi andika ismawan bahas buat narasi strategi seo media sosial manfaat cerdas buat chatgpt susun prompt efektif anggota warta foto indonesia pfi surabaya ali masduki materi fotografi produk papar visual kuat etalase produk saing banjir konten digital konten kreator naufal ammar imaduddin pandu serta video singkat media sosial manfaat konsep platform ai chatgpt latih lengkap hadir isnan effendi dagang online sukses surabaya bagi alam manfaat fitur live tiktok sarana jual bangun dekat konsumen', 'bangsaonlinecom terima digitalisasi usaha revolusi operasi akses peluang wawas efisiensi cerdas buat artificial intelligenceai tawar sumber daya teknologi sederhana tingkat aspek proses bisnis fasilitas ubah bantu ai usaha otomatis tugastugas rutin akses analisis data dalam proses transformasi digital mudah bisnis tingkat aman personal alam langgan tingkat kampanye pasar cepat proses putus integrasi teknologi ai tingkat efisiensi operasional inovasi tempat bisnis posisi manfaat digitalisasi dorong tumbuh unggul ekonomi digital otomatisasi sederhana proses bisnis tangan tugastugas rutin ulang kurang upaya manusia teknologi otomatisasi dukung ai sederhana operasi bisnis robotik process automation rpa usaha otomatis tugastugas entri data pemrosesan faktur langgan contoh chatbot dukung ai tangan interaksi layan langgan instan manusia fokus kompleks sistem ai otomatis lapor uang manajemen inventaris aktivitas rantai pasok usaha tingkat efisiensi operasional kurang biaya operasional hilang salah manusia opsi otomatisasi maksimal data analisis ambil putus mampu ai proses analis kumpul data wawas guna salah unggul usaha algoritma ai evaluasi perilaku konsumen tren pasar efisiensi bisnis bantu model ajar mesin usaha putus bas data akurat ai identifikasi pola prediksi tren contoh bot dagang ai sepertinearest edgedapat analis data rinci guna prediksi pola jual optimal upaya pasar cipta alam personal bisnis mampu milik bisnis adaptasi cepat ubah kondisi pasar manfaat sumber daya sedia kembang strategi sesuai butuh audiens target personal alam langgan berkat metode personal canggih ai alam langgan tingkat pesat usaha manfaat ai personal komunikasi produk layan dasar preferensi biasa langgan algoritma rekomendasi toko online tingkat jual puas rekomendasi produk guna dasar preferensi beli usaha tingkat tawar tangan keluh cepat bantu alat analisis sentimen dukung ai alatalat analis komentar emosi langgan interaksi personal usaha hubung langgan tingkat dorong loyalitas bisnis strategi pasar tingkat ai mampu target segmentasi manajemen kampanye canggih ai strategi pasar alami revolusi ai usaha bagi audiens dasar data konsumen luncur kampanye iklan target analis data historis prediksi salur pesan efektif algoritma ajar mesin optimal tempat iklan keluar pasar media sosial otomatis analisis efektivitas kampanye sesuai strategi realtime dasar data interaksi sistem dorong ai tahap optimalisasi usaha maksimal anggar pasar jangkau langgan ideal efisien kuat aman manajemen risiko berkat mampu identifikasi ancam respons unggul ai tingkat manajemen risiko aman pantau lintas jaring deteksi anomali identifikasi potensi ancam siber realtime usaha terap solusi aman dukung cerdas buat algoritma ajar mesin proaktif kurang risiko analis data historis tren kait perilaku bahaya contoh sistem ai quantum ai deteksi guna upaya login curiga akses sah data sensitif potensi langgar data aset digital data langgan patuh regulasi lindung usaha masuk ai infrastruktur aman usaha ajar operasi bas ai potensi penuh transformasi digital capai usaha didik operasi bas ai bantu ai usaha otomatis tugastugas repetitif kurang biaya operasional kerja manual entri data layan langgan manajemen inventaris area usaha manfaat ai tingkat efisiensi ai milik bisnis putus identifikasi tren cepat analisis data canggih usaha informasi sesuai strategi sesuai harap pasar usaha luang ajar ai personal alam langgan libat puas langgan tingkat signifikan sistem rekomendasi bas ai upaya pasar personal ai lindung data bisnis intrusi kuat langkahlangkah aman deteksi anomali potensi ancam realtime dunia digital usaha ikut kembang baru ai milik peluang kompetitif inovasi optimalisasi kerja adaptasi cepat ubah pasar bisnis terima operasi bas ai ahli cerdas buat tempat usaha posisi utama dominasi industri inovasi mutakhir dorong tumbuh makmur ringkas cerdas buat ai tawar solusi canggih tangan operasional strategis kritis mudah digitalisasi bisnis bantu ai usaha fokus tugas nila dorong tumbuh bisnis ai sederhana operasi kurang beban salah manusia analisis data model prediktif ai usaha putus strategis berkat tingkat mampu ambil putus langgan cenderung setia merek teknologi personal penuh selera unik interaksi produk bantu ai pasar target audiens tingkat roi analis perilaku langgan optimal kampanye ai tingkat aman jaga data sensitif aman respons serang instan patuh regulasi usaha milik sumber daya mutakhir ujung jari adaptasi kembang dunia digital dinamis iring kembang teknologi ai temu aplikasi maju terusmenerus ai milik potensi usaha manfaat peluang muncul unggul kompetitif alami tumbuh lanjut unggul tren pasar bisnis sederhana upaya transformasi digital tempat posisi utama manfaat tren dorong sukses ai', 'rumah literasi digital rld surabaya gelar acara jagongan bareng jalan kacapiring no selasa malam agenda hadir pakar komunikasi narasumber utama zulaika harliantara bahas kuat peran jurnalis suluh literasi digital tantang media sosial kompleks acara tuju selaras peran praktisi media dinamika zaman respons deras arus informasi digital narasumber tekan adaptasi kembang teknologi beda jurnalisme profesional konten media sosial jaga kredibilitas jurnalis era digital papar zulaika sorot transformasi peran jurnalis produsen berita edukator aktif interaksi masyarakat keren ya gagas wartawan wartawan turun langsung masyarakat literasi digital kritik pola komunikasi arah dominan dorong jurnalis bangun dialog langsung publik masyarakat nggak paham langsung jadi komunikasi arah zulaika sorot cepat ubah dunia digital tuntut jurnalis ajar adaptasi sayang banyak konten viral dangkal risiko disalahpahami wartawan tuntut informasi ringkas akurat utuh tekan beda konten media sosial sifat pribadi karya jurnalistik bas etika lembaga wartawan lembaga jaga kredibilitas informasi campur penting pribadi pungkas harliantara literasi digital sasar generasi z prioritas utama generasi tumbuh guna digital aktif rentan misinformasi hoaks generasi z alami generasi digital potensi hadap tantang serius mampu generasi muda mem informasi gantung tahu niat verifikasi daya pikir kritis literasi digital mampu teknis cakup aspek analisis paham sadar etis papar harliantara sadar hoaks hapus sepenuh sebar informasi positif masif imbang hoaks hapus masyarakat bekal informasi positif banding kredibel sorot lanjut program literasi digital gera nasional literasi digital hambat batas anggar peran perintah cerdas masyarakat program lanjut generasi z huni utama ruang digital mdrmar']"
