topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,kategori
0.0004823330673389137,0.0004823330673389137,0.0004823329800274223,0.0004823331255465746,0.0004823330382350832,0.00048233289271593094,0.0796419158577919,0.0004823329800274223,0.0004823330673389137,0.18001297116279602,0.0004823329800274223,0.0004823330673389137,0.6860008239746094,0.04807393252849579,0.0004823329800274223,0.0004823330673389137,0.00048233295092359185,Berita Regional Jatim
0.0005398818757385015,0.0005398820503614843,0.0005398819921538234,0.0005398819339461625,0.08787419646978378,0.0005398821667768061,0.6520128846168518,0.0005398819339461625,0.0005398818757385015,0.0005398818757385015,0.0005398819339461625,0.06619127839803696,0.0005398819339461625,0.0005398819921538234,0.0005398820503614843,0.1869031935930252,0.0005398818757385015,Berita Regional Jatim
0.0016343914903700352,0.09644721448421478,0.0016343911411240697,0.0016343911411240697,0.0016343910247087479,0.0016343907918781042,0.0016343911411240697,0.0016343911411240697,0.001634390908293426,0.0016343913739547133,0.0016343910247087479,0.0016343911411240697,0.8790369033813477,0.0016343911411240697,0.0016343910247087479,0.0016343911411240697,0.001634390908293426,Berita Regional Jatim
0.11483784019947052,0.0003565948863979429,0.000356594828190282,0.000356594828190282,0.0003565949446056038,0.00035659485729411244,0.0003565948863979429,0.0003565948863979429,0.000356594828190282,0.8798131942749023,0.00035659491550177336,0.0003565948863979429,0.0003565948863979429,0.0003565948863979429,0.000356594828190282,0.000356594828190282,0.00035659479908645153,Berita Regional Jatim
0.4341502785682678,0.0004744810576085001,0.00047448102850466967,0.0004744810867123306,0.0004744812031276524,0.0004744809994008392,0.03964690864086151,0.0004744810867123306,0.0004744810576085001,0.0004744812031276524,0.0004744810576085001,0.5195600986480713,0.00047448111581616104,0.0004744810867123306,0.0004744810576085001,0.00047448117402382195,0.0004744810576085001,Berita Regional Jatim
0.0005115879466757178,0.0005115879466757178,0.0005115878884680569,0.0005115878884680569,0.0005115878884680569,0.000511587830260396,0.0005115880630910397,0.18105413019657135,0.0005115880048833787,0.0005115879466757178,0.0005115878884680569,0.0005115879466757178,0.0005115880048833787,0.7378692030906677,0.0005115878884680569,0.0005115879466757178,0.07391446083784103,Berita Regional Jatim
0.036407507956027985,0.0004745219775941223,0.00047452200669795275,0.0004745219775941223,0.0004745221813209355,0.0004745218902826309,0.0004745220940094441,0.03512769192457199,0.0004745220358017832,0.7047767043113708,0.0004745220358017832,0.21751932799816132,0.00047452200669795275,0.0004745220940094441,0.00047452194849029183,0.00047452200669795275,0.00047452206490561366,Berita Regional Jatim
0.0006066797068342566,0.27313393354415894,0.0006066797068342566,0.0006066798232495785,0.0006066797068342566,0.014440319500863552,0.0006066798814572394,0.0006066797068342566,0.046740323305130005,0.6577985882759094,0.0006066798814572394,0.0006066797068342566,0.0006066798814572394,0.0006066797068342566,0.0006066797068342566,0.0006066797650419176,0.0006066796486265957,Berita Regional Jatim
0.00022119467030279338,0.8084681630134583,0.00022119464119896293,0.0002211946266470477,0.00022119459754321724,0.000221194582991302,0.00022119465575087816,0.00022119464119896293,0.00022119461209513247,0.00022119465575087816,0.00022119459754321724,0.00022119461209513247,0.08869992941617966,0.09973518550395966,0.00022119465575087816,0.00022119459754321724,0.00022119459754321724,Berita Regional Jatim
0.19990409910678864,0.0002736711467150599,0.0002736711176112294,0.00027367117581889033,0.35835644602775574,0.0002736712049227208,0.37358683347702026,0.00027367117581889033,0.0002736711467150599,0.03895235061645508,0.0002736711176112294,0.0002736712049227208,0.0002736711467150599,0.02591623365879059,0.0002736711467150599,0.0002736711176112294,0.0002736711467150599,Berita Regional Jatim
0.0007950420840643346,0.0007950420840643346,0.0007950420840643346,0.0007950421422719955,0.0007950424333103001,0.0007950419094413519,0.0007950420840643346,0.0007950420840643346,0.0007950423168949783,0.8431767225265503,0.0007950420840643346,0.0007950420840643346,0.0007950420840643346,0.1448976695537567,0.0007950420258566737,0.0007950421422719955,0.000795042491517961,Berita Regional Jatim
0.37397003173828125,0.0003129894030280411,0.0003129893448203802,0.0003129893448203802,0.14197251200675964,0.0003129892866127193,0.0003129894321318716,0.0003129893448203802,0.0003129893448203802,0.3354741334915161,0.00031298931571654975,0.00031298937392421067,0.00031298937392421067,0.0003129894321318716,0.14451444149017334,0.00031298931571654975,0.0003129893448203802,Berita Regional Jatim
0.10517363250255585,0.75970858335495,0.00045977270929142833,0.00045977270929142833,0.0004597726510837674,0.0004597725928761065,0.00045977268018759787,0.0004597727383952588,0.00045977288391441107,0.00045977270929142833,0.0004597726510837674,0.00045977262197993696,0.0004597727383952588,0.0004597726510837674,0.12868092954158783,0.00045977268018759787,0.00045977302943356335,Berita Regional Jatim
0.0005117022665217519,0.000511702208314091,0.00051170215010643,0.00051170215010643,0.00051170215010643,0.00051170215010643,0.04140988364815712,0.0005117022665217519,0.0005117020918987691,0.662900447845459,0.00051170215010643,0.0005117023829370737,0.003789512673392892,0.2852480113506317,0.0005117023247294128,0.00051170215010643,0.0005117022665217519,Berita Regional Jatim
0.0007264040177688003,0.0007264039595611393,0.0007264039595611393,0.0007264039595611393,0.000726404192391783,0.0007264039595611393,0.000726404192391783,0.0007264041341841221,0.0007264039595611393,0.8836377859115601,0.1054660975933075,0.0007264040759764612,0.0007264039595611393,0.0007264043670147657,0.0007264039595611393,0.0007264040177688003,0.0007264039595611393,Berita Regional Jatim
0.0005768080591224134,0.9907710552215576,0.0005768080591224134,0.000576808350160718,0.0005768082337453961,0.0005768080009147525,0.0005768080591224134,0.0005768080591224134,0.0005768080009147525,0.0005768080591224134,0.0005768081173300743,0.0005768080591224134,0.0005768081173300743,0.0005768080591224134,0.0005768084083683789,0.0005768080591224134,0.0005768081755377352,Berita Regional Jatim
0.452585369348526,0.0004173274210188538,0.0004173274210188538,0.00041732750833034515,0.0004173274210188538,0.0004173273919150233,0.00041732745012268424,0.0004173274792265147,0.00041732736281119287,0.1773579865694046,0.0004173273919150233,0.201873779296875,0.16275765001773834,0.0004173274792265147,0.00041732750833034515,0.0004173273919150233,0.0004173273337073624,Berita Regional Jatim
0.0009806532179936767,0.9666498303413391,0.000980652985163033,0.0009806531015783548,0.000980652985163033,0.01864038221538067,0.0009806531015783548,0.0009806533344089985,0.000980652985163033,0.0009806532179936767,0.000980652985163033,0.0009806531015783548,0.0009806538000702858,0.0009806531015783548,0.0009806531015783548,0.000980652985163033,0.000980652985163033,Berita Regional Jatim
0.00022285213344730437,0.0002228521043434739,0.0002228521043434739,0.0002228521043434739,0.00022285211889538914,0.00022285208979155868,0.00022285211889538914,0.00022285213344730437,0.00022285211889538914,0.00022285216255113482,0.0002228521479992196,0.00022285213344730437,0.00022285211889538914,0.9964344501495361,0.0002228521043434739,0.0002228521479992196,0.0002228521043434739,Berita Regional Jatim
0.00037719024112448096,0.844704270362854,0.0003771902702283114,0.0003771902120206505,0.0003771901538129896,0.00037719012470915914,0.02857203036546707,0.00037719024112448096,0.0003771902120206505,0.00037719024112448096,0.00037719012470915914,0.0003771902120206505,0.00037719024112448096,0.12144304066896439,0.0003771902702283114,0.0003771901538129896,0.0003771901538129896,Berita Regional Jatim
0.0002762530348263681,0.00027625306393019855,0.0002762530348263681,0.0002762530348263681,0.0002762530348263681,0.0002762529766187072,0.12139199674129486,0.0002762530348263681,0.00027625306393019855,0.34586113691329956,0.04968849942088127,0.00027625306393019855,0.46952584385871887,0.00027625306393019855,0.00027625306393019855,0.000276253093034029,0.01021746639162302,Berita Regional Jatim
0.0004294728860259056,0.9931284189224243,0.00042947285692207515,0.00042947300244122744,0.0004294728860259056,0.0004294727696105838,0.0004294728860259056,0.00042947279871441424,0.0004294728860259056,0.0004294728278182447,0.00042947300244122744,0.0004294728860259056,0.0004294728278182447,0.00042947285692207515,0.0004294728278182447,0.00042947285692207515,0.0004294728278182447,Berita Regional Jatim
0.00040578245534561574,0.9585140943527222,0.0004057823389302939,0.0004057824262417853,0.00040578225161880255,0.000405782280722633,0.0004057823389302939,0.00040578230982646346,0.0004057822225149721,0.00040578245534561574,0.00040578225161880255,0.00040578225161880255,0.0004057824262417853,0.00040578230982646346,0.00040578245534561574,0.00040578225161880255,0.0353991873562336,Berita Regional Jatim
0.00038464105455204844,0.17395062744617462,0.00038464111275970936,0.2327168881893158,0.04000058397650719,0.0003846411418635398,0.000384641025448218,0.00038464099634438753,0.00038464105455204844,0.00038464105455204844,0.00038464105455204844,0.13208799064159393,0.0003846410836558789,0.29700490832328796,0.04840095713734627,0.07199162989854813,0.00038464099634438753,Berita Regional Jatim
0.09134429693222046,0.00042637414298951626,0.0004263741138856858,0.0004263741138856858,0.0004263740556780249,0.00042637402657419443,0.0004263741720933467,0.0004263741138856858,0.00042637414298951626,0.39526429772377014,0.0004263741720933467,0.0004263741138856858,0.0004263741138856858,0.5074222087860107,0.0004263740556780249,0.0004263741720933467,0.0004263742594048381,Berita Regional Jatim
0.10899168252944946,0.00028843217296525836,0.0002884321438614279,0.0002884321438614279,0.00028843217296525836,0.0002884321438614279,0.6205148696899414,0.0002884322020690888,0.0002884321438614279,0.08702626079320908,0.0002884322020690888,0.17971757054328918,0.00028843217296525836,0.0002884322020690888,0.0002884321438614279,0.0002884322020690888,0.0002884321438614279,Berita Regional Jatim
0.00041143264388665557,0.00041143264388665557,0.08450448513031006,0.0004114326147828251,0.0004114326147828251,0.00041143258567899466,0.000411432672990486,0.8064282536506653,0.0004114327603019774,0.10330722481012344,0.0004114326147828251,0.00041143264388665557,0.000411432672990486,0.00041143264388665557,0.00041143264388665557,0.00041143264388665557,0.0004114328185096383,Berita Regional Jatim
0.013529859483242035,0.9797297120094299,0.0004493652086239308,0.00044936523772776127,0.0004493653541430831,0.00044936517952010036,0.0004493652086239308,0.0004493652086239308,0.0004493652668315917,0.0004493652668315917,0.0004493652959354222,0.00044936523772776127,0.00044936523772776127,0.0004493652668315917,0.0004493652668315917,0.00044936532503925264,0.0004493652959354222,Berita Regional Jatim
0.0003700430679600686,0.0003700430388562381,0.0003700430388562381,0.00037004300975240767,0.0003700431261677295,0.00037004300975240767,0.0003700431261677295,0.0003700431261677295,0.05073275789618492,0.8063542246818542,0.00037004315527155995,0.1377323865890503,0.0003700430679600686,0.00037004321347922087,0.0003700430388562381,0.00037004309706389904,0.0003700431261677295,Berita Regional Jatim
0.1593722105026245,0.3243192136287689,0.0004030129057355225,0.00040301293483935297,0.0004030129057355225,0.0004030128475278616,0.00040301302215084434,0.00040301302215084434,0.0004030129057355225,0.49443960189819336,0.0004030129057355225,0.00040301293483935297,0.0004030129930470139,0.016629815101623535,0.00040301293483935297,0.00040301293483935297,0.0004030129057355225,Berita Regional Jatim
0.0004904487286694348,0.0004904487868770957,0.0004904487286694348,0.0004904487286694348,0.0004904488450847566,0.013826868496835232,0.0004904488450847566,0.0004904487868770957,0.1167876273393631,0.628110408782959,0.0004904487868770957,0.23489925265312195,0.0004904487868770957,0.0004904487868770957,0.0004904493689537048,0.0004904487868770957,0.0004904486704617739,Berita Regional Jatim
0.0002536163665354252,0.0002536163665354252,0.00025361639563925564,0.0002536164247430861,0.00025361633743159473,0.00025361633743159473,0.00025361639563925564,0.0002536163665354252,0.00025361633743159473,0.10882654786109924,0.0002536163665354252,0.00025361639563925564,0.0002536164247430861,0.8873692154884338,0.00025361633743159473,0.0002536164247430861,0.00025361633743159473,Berita Regional Jatim
0.43879419565200806,0.00044918275671079755,0.0004491825820878148,0.00044918269850313663,0.00044918261119164526,0.00044918255298398435,0.1453503519296646,0.0004491826402954757,0.0004491825820878148,0.2074889987707138,0.00044918261119164526,0.0004491826402954757,0.0004491826693993062,0.20252710580825806,0.0004491825820878148,0.0004491826402954757,0.0004491825820878148,Berita Regional Jatim
0.00040861169691197574,0.9688251614570618,0.00040861163870431483,0.0004086116678081453,0.02504565194249153,0.00040861175511963665,0.0004086116678081453,0.0004086116678081453,0.00040861169691197574,0.0004086117260158062,0.00040861169691197574,0.0004086117260158062,0.00040861163870431483,0.0004086116678081453,0.00040861163870431483,0.0004086116678081453,0.0004086116678081453,Berita Regional Jatim
0.0005398214561864734,0.9749717712402344,0.0005398214561864734,0.0005398214561864734,0.0005398214561864734,0.0005398213979788125,0.016930928453803062,0.0005398215143941343,0.0005398213979788125,0.0005398215143941343,0.0005398214561864734,0.0005398213979788125,0.0005398215143941343,0.0005398215143941343,0.0005398215143941343,0.0005398215143941343,0.0005398215143941343,Berita Regional Jatim
0.0004783467447850853,0.0004783467447850853,0.0004783467738889158,0.0004783467447850853,0.00047834671568125486,0.0004783466865774244,0.0004783467447850853,0.00047834671568125486,0.0004783468320965767,0.07418718189001083,0.0004783467447850853,0.0004783467447850853,0.0004783467738889158,0.8860177993774414,0.00047834680299274623,0.0004783467447850853,0.03309817239642143,Berita Regional Jatim
0.0009051716770045459,0.06348061561584473,0.0009051715605892241,0.0009051716770045459,0.000905171618796885,0.0009051719098351896,0.0009051715605892241,0.0009051715605892241,0.0009051719098351896,0.8495990633964539,0.0009051715605892241,0.0009051717352122068,0.000905171618796885,0.07424784451723099,0.0009051715605892241,0.0009051717934198678,0.0009051721426658332,Berita Regional Jatim
0.0003017254639416933,0.059238411486148834,0.0003017254057340324,0.00030172543483786285,0.00030172549304552376,0.00030172537663020194,0.0003017254639416933,0.0003017254057340324,0.00030172537663020194,0.8655251264572144,0.0003017254057340324,0.00030172543483786285,0.00030172543483786285,0.07101231068372726,0.0003017254057340324,0.00030172543483786285,0.0003017254057340324,Berita Regional Jatim
0.0700918510556221,0.03209294006228447,0.0938580334186554,0.00028707791352644563,0.000287078000837937,0.00028707782621495426,0.00028707791352644563,0.00028707788442261517,0.00028707788442261517,0.37101128697395325,0.07456051558256149,0.00028707788442261517,0.1710277944803238,0.1844867765903473,0.0002870778553187847,0.00028707788442261517,0.00028707797173410654,Berita Regional Jatim
0.0006193633307702839,0.0006193633889779449,0.000619363272562623,0.0006193637382239103,0.09986018389463425,0.000619363272562623,0.0006193635053932667,0.0006193635053932667,0.000619363272562623,0.8908494114875793,0.0006193633307702839,0.0006193633307702839,0.0006193633889779449,0.0006193634471856058,0.000619363272562623,0.0006193633889779449,0.0006193633307702839,Berita Regional Jatim
0.0007542770472355187,0.9466379284858704,0.0007542769890278578,0.0007542769890278578,0.0007542770472355187,0.0007542767561972141,0.0007542770472355187,0.0007542772218585014,0.000754276872612536,0.0007542770472355187,0.0007542769890278578,0.0007542770472355187,0.0007542770472355187,0.042047884315252304,0.0007542770472355187,0.000754276872612536,0.000754276872612536,Berita Regional Jatim
0.00028985072276555,0.0002898506645578891,0.0002898506645578891,0.00028985072276555,0.0002898506645578891,0.0002898506645578891,0.12989076972007751,0.6529531478881836,0.0002898506645578891,0.2130981683731079,0.00028985072276555,0.00028985069366171956,0.00028985072276555,0.0002898507518693805,0.0002898506645578891,0.0002898506645578891,0.00028985063545405865,Berita Regional Jatim
0.00032331948750652373,0.00032331948750652373,0.00032331948750652373,0.00032331945840269327,0.00032331940019503236,0.00032331945840269327,0.00032331948750652373,0.00032331948750652373,0.0003233194292988628,0.5217826962471008,0.00032331945840269327,0.00032331945840269327,0.09881974011659622,0.3035255968570709,0.00032331945840269327,0.00032331948750652373,0.0716688334941864,Berita Regional Jatim
0.3176995813846588,0.0003324124845676124,0.00033241245546378195,0.00033241260098293424,0.00033241245546378195,0.0003324124845676124,0.5171258449554443,0.0003324124845676124,0.00033241245546378195,0.00033241251367144287,0.00033241245546378195,0.16052083671092987,0.00033241251367144287,0.0003324125718791038,0.0003324124845676124,0.00033241251367144287,0.0003324124263599515,Berita Regional Jatim
0.00030019841506145895,0.00030019835685379803,0.00030019835685379803,0.0003001983859576285,0.0003001983859576285,0.00030019835685379803,0.4206583797931671,0.030782252550125122,0.00030019835685379803,0.2575763761997223,0.00030019835685379803,0.05942673236131668,0.0003001983859576285,0.22795385122299194,0.00030019835685379803,0.00030019841506145895,0.00030019835685379803,Berita Regional Jatim
0.00044245494063943624,0.0004424549115356058,0.00044245494063943624,0.0004424549115356058,0.0004424548533279449,0.00044245479512028396,0.0004424549115356058,0.00044245488243177533,0.09479072690010071,0.5533518195152283,0.0004424549115356058,0.00044245494063943624,0.12700293958187103,0.2191026210784912,0.0004424548533279449,0.00044245488243177533,0.0004424549115356058,Berita Regional Jatim
0.00034011126263067126,0.0003401112917345017,0.0003401113208383322,0.0003401112917345017,0.00034011126263067126,0.0003401112335268408,0.0003401113208383322,0.00034011126263067126,0.0003401113790459931,0.8611297011375427,0.0003401112917345017,0.0003401112917345017,0.00034011134994216263,0.0003401113208383322,0.00034011126263067126,0.0003401114954613149,0.13376855850219727,Berita Regional Jatim
0.0004263528680894524,0.48462730646133423,0.0004263529262971133,0.0004263529845047742,0.00042635289719328284,0.00042635289719328284,0.0004263528680894524,0.00042635283898562193,0.00042635280988179147,0.00042635295540094376,0.027096804231405258,0.0004263528680894524,0.0004263528680894524,0.48230689764022827,0.0004263529262971133,0.0004263528680894524,0.00042635295540094376,Berita Regional Jatim
0.0007091191946528852,0.4269261360168457,0.0007091189618222415,0.0007091189618222415,0.0007091190782375634,0.0007091193692758679,0.0007091190200299025,0.0007091190782375634,0.0007091189618222415,0.525898277759552,0.01557446550577879,0.02238256298005581,0.0007091194856911898,0.0007091191364452243,0.0007091189618222415,0.0007091192528605461,0.0007091189618222415,Berita Regional Jatim
0.2108454406261444,0.0003846003382932395,0.000384600309189409,0.0003846003382932395,0.0003846003965009004,0.000384600309189409,0.06558902561664581,0.00038460042560473084,0.0003846003965009004,0.0003846003965009004,0.0003846003382932395,0.00038460042560473084,0.7181810736656189,0.0003846003382932395,0.0003846003965009004,0.0003846003382932395,0.0003846003382932395,Berita Regional Jatim
0.0005498347454704344,0.0005498346290551126,0.0005498346290551126,0.0005498346290551126,0.0005498346290551126,0.0005498346290551126,0.0005498346872627735,0.0005498346290551126,0.0005498345708474517,0.9912026524543762,0.0005498346290551126,0.0005498347454704344,0.0005498347454704344,0.0005498347454704344,0.0005498346290551126,0.0005498346290551126,0.0005498345708474517,Berita Regional Jatim
0.0003268951259087771,0.00032689509680494666,0.0003268951259087771,0.0003268951550126076,0.044876232743263245,0.0003268950677011162,0.4455868899822235,0.0003268951259087771,0.0003268950677011162,0.45021164417266846,0.0003268950677011162,0.00032689509680494666,0.00032689518411643803,0.05507562682032585,0.00032689509680494666,0.00032689509680494666,0.0003268951259087771,Berita Regional Jatim
0.0001449403935112059,0.00014494040806312114,0.00014494042261503637,0.12277489900588989,0.00014494048082269728,0.00014494042261503637,0.00014494042261503637,0.0001449403935112059,0.00014494037895929068,0.0001449403935112059,0.00014494040806312114,0.00014494040806312114,0.5456445217132568,0.010928689502179623,0.3187676966190338,0.00014494042261503637,0.0001449403935112059,Berita Regional Jatim
0.00036547897616401315,0.0003654790052678436,0.0003654790052678436,0.00036547903437167406,0.23088513314723969,0.00036547891795635223,0.00036547897616401315,0.00036547897616401315,0.0003654789470601827,0.7636327147483826,0.0003654790052678436,0.00036547897616401315,0.00036547903437167406,0.00036547903437167406,0.00036547897616401315,0.0003654789470601827,0.00036547891795635223,Berita Regional Jatim
0.0002131997316610068,0.03878641501069069,0.00021319971710909158,0.3721025288105011,0.00021319971710909158,0.007487175054848194,0.00021319974621292204,0.00021319974621292204,0.00021319974621292204,0.36127790808677673,0.0002131997316610068,0.00021319976076483727,0.0002131997316610068,0.00021319974621292204,0.00021319970255717635,0.1381150186061859,0.07988578826189041,Berita Regional Jatim
0.09489881247282028,0.00026748821255750954,0.0002674881834536791,0.1277730017900467,0.06641006469726562,0.00026748812524601817,0.0002674881834536791,0.00026748815434984863,0.00026748815434984863,0.6799473166465759,0.00026748815434984863,0.0002674881834536791,0.0002674881834536791,0.00026748815434984863,0.0002674881834536791,0.027760935947299004,0.00026748812524601817,Berita Regional Jatim
0.49939125776290894,0.49243736267089844,0.0005447588046081364,0.0005447589792311192,0.0005447588628157973,0.0005447586881928146,0.0005447588046081364,0.0005447588046081364,0.0005447588628157973,0.0005447588628157973,0.0005447587464004755,0.0005447587464004755,0.0005447588046081364,0.0005447588046081364,0.0005447587464004755,0.0005447588046081364,0.0005447592702694237,Berita Regional Jatim
0.000340119528118521,0.00034011961543001235,0.00034011946991086006,0.00034011955722235143,0.0003401194990146905,0.0003401197027415037,0.49951842427253723,0.000340119528118521,0.0003401194990146905,0.1961943656206131,0.19393110275268555,0.00034011955722235143,0.0003401195863261819,0.10593456029891968,0.0003401197027415037,0.000340119528118521,0.0003401194990146905,Berita Regional Jatim
